产品系列,产品Slug,产品型号,中文详情标题,中文状态,英文详情标题,英文状态,西班牙语详情标题,西班牙语状态,法语详情标题,法语状态,韩语详情标题,韩语状态,俄语详情标题,俄语状态,是否异常,异常说明,数据源文件
阀,q4005-snx-sppe,Q4005-SNX-SPPE,Q4005-SNX-SPPE,只显示型号,Q4005-SNX-SPPE,只显示型号,Q4005-SNX-SPPE,只显示型号,Q4005-SNX-SPPE,只显示型号,Q4005-SNX-SPPE,只显示型号,Q4005-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pmv-sacn,Q4006-PMV-SACN,Q4006-PMV-SACN,只显示型号,Q4006-PMV-SACN,只显示型号,Q4006-PMV-SACN,只显示型号,Q4006-PMV-SACN,只显示型号,Q4006-PMV-SACN,只显示型号,Q4006-PMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pmv-sppe,Q4006-PMV-SPPE,Q4006-PMV-SPPE,只显示型号,Q4006-PMV-SPPE,只显示型号,Q4006-PMV-SPPE,只显示型号,Q4006-PMV-SPPE,只显示型号,Q4006-PMV-SPPE,只显示型号,Q4006-PMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pmx-sacn,Q4006-PMX-SACN,Q4006-PMX-SACN,只显示型号,Q4006-PMX-SACN,只显示型号,Q4006-PMX-SACN,只显示型号,Q4006-PMX-SACN,只显示型号,Q4006-PMX-SACN,只显示型号,Q4006-PMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pmx-sppe,Q4006-PMX-SPPE,Q4006-PMX-SPPE,只显示型号,Q4006-PMX-SPPE,只显示型号,Q4006-PMX-SPPE,只显示型号,Q4006-PMX-SPPE,只显示型号,Q4006-PMX-SPPE,只显示型号,Q4006-PMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pnv-sacn,Q4006-PNV-SACN,Q4006-PNV-SACN,只显示型号,Q4006-PNV-SACN,只显示型号,Q4006-PNV-SACN,只显示型号,Q4006-PNV-SACN,只显示型号,Q4006-PNV-SACN,只显示型号,Q4006-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pnv-sppe,Q4006-PNV-SPPE,Q4006-PNV-SPPE,只显示型号,Q4006-PNV-SPPE,只显示型号,Q4006-PNV-SPPE,只显示型号,Q4006-PNV-SPPE,只显示型号,Q4006-PNV-SPPE,只显示型号,Q4006-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pnx-lacn,Q4006-PNX-LACN,Q4006-PNX-LACN,只显示型号,Q4006-PNX-LACN,只显示型号,Q4006-PNX-LACN,只显示型号,Q4006-PNX-LACN,只显示型号,Q4006-PNX-LACN,只显示型号,Q4006-PNX-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pnx-lppe,Q4006-PNX-LPPE,Q4006-PNX-LPPE,只显示型号,Q4006-PNX-LPPE,只显示型号,Q4006-PNX-LPPE,只显示型号,Q4006-PNX-LPPE,只显示型号,Q4006-PNX-LPPE,只显示型号,Q4006-PNX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pnx-sacn,Q4006-PNX-SACN,Q4006-PNX-SACN,只显示型号,Q4006-PNX-SACN,只显示型号,Q4006-PNX-SACN,只显示型号,Q4006-PNX-SACN,只显示型号,Q4006-PNX-SACN,只显示型号,Q4006-PNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-pnx-sppe,Q4006-PNX-SPPE,Q4006-PNX-SPPE,只显示型号,Q4006-PNX-SPPE,只显示型号,Q4006-PNX-SPPE,只显示型号,Q4006-PNX-SPPE,只显示型号,Q4006-PNX-SPPE,只显示型号,Q4006-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-smv-sacn,Q4006-SMV-SACN,Q4006-SMV-SACN,只显示型号,Q4006-SMV-SACN,只显示型号,Q4006-SMV-SACN,只显示型号,Q4006-SMV-SACN,只显示型号,Q4006-SMV-SACN,只显示型号,Q4006-SMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-smv-sppe,Q4006-SMV-SPPE,Q4006-SMV-SPPE,只显示型号,Q4006-SMV-SPPE,只显示型号,Q4006-SMV-SPPE,只显示型号,Q4006-SMV-SPPE,只显示型号,Q4006-SMV-SPPE,只显示型号,Q4006-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-smx-sacn,Q4006-SMX-SACN,Q4006-SMX-SACN,只显示型号,Q4006-SMX-SACN,只显示型号,Q4006-SMX-SACN,只显示型号,Q4006-SMX-SACN,只显示型号,Q4006-SMX-SACN,只显示型号,Q4006-SMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-smx-sppe,Q4006-SMX-SPPE,Q4006-SMX-SPPE,只显示型号,Q4006-SMX-SPPE,只显示型号,Q4006-SMX-SPPE,只显示型号,Q4006-SMX-SPPE,只显示型号,Q4006-SMX-SPPE,只显示型号,Q4006-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-snv-sacn,Q4006-SNV-SACN,Q4006-SNV-SACN,只显示型号,Q4006-SNV-SACN,只显示型号,Q4006-SNV-SACN,只显示型号,Q4006-SNV-SACN,只显示型号,Q4006-SNV-SACN,只显示型号,Q4006-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-snv-sppe,Q4006-SNV-SPPE,Q4006-SNV-SPPE,只显示型号,Q4006-SNV-SPPE,只显示型号,Q4006-SNV-SPPE,只显示型号,Q4006-SNV-SPPE,只显示型号,Q4006-SNV-SPPE,只显示型号,Q4006-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-snx-sacn,Q4006-SNX-SACN,Q4006-SNX-SACN,只显示型号,Q4006-SNX-SACN,只显示型号,Q4006-SNX-SACN,只显示型号,Q4006-SNX-SACN,只显示型号,Q4006-SNX-SACN,只显示型号,Q4006-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4006-snx-sppe,Q4006-SNX-SPPE,Q4006-SNX-SPPE,只显示型号,Q4006-SNX-SPPE,只显示型号,Q4006-SNX-SPPE,只显示型号,Q4006-SNX-SPPE,只显示型号,Q4006-SNX-SPPE,只显示型号,Q4006-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4014n-pnv-sacn,Q4014N-PNV-SACN,Q4014N-PNV-SACN,只显示型号,Q4014N-PNV-SACN,只显示型号,Q4014N-PNV-SACN,只显示型号,Q4014N-PNV-SACN,只显示型号,Q4014N-PNV-SACN,只显示型号,Q4014N-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4014n-pnv-sppe,Q4014N-PNV-SPPE,Q4014N-PNV-SPPE,只显示型号,Q4014N-PNV-SPPE,只显示型号,Q4014N-PNV-SPPE,只显示型号,Q4014N-PNV-SPPE,只显示型号,Q4014N-PNV-SPPE,只显示型号,Q4014N-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4014n-snv-sacn,Q4014N-SNV-SACN,Q4014N-SNV-SACN,只显示型号,Q4014N-SNV-SACN,只显示型号,Q4014N-SNV-SACN,只显示型号,Q4014N-SNV-SACN,只显示型号,Q4014N-SNV-SACN,只显示型号,Q4014N-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4014n-snv-sppe,Q4014N-SNV-SPPE,Q4014N-SNV-SPPE,只显示型号,Q4014N-SNV-SPPE,只显示型号,Q4014N-SNV-SPPE,只显示型号,Q4014N-SNV-SPPE,只显示型号,Q4014N-SNV-SPPE,只显示型号,Q4014N-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4014n-snx-sacn,Q4014N-SNX-SACN,Q4014N-SNX-SACN,只显示型号,Q4014N-SNX-SACN,只显示型号,Q4014N-SNX-SACN,只显示型号,Q4014N-SNX-SACN,只显示型号,Q4014N-SNX-SACN,只显示型号,Q4014N-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4014n-snx-sppe,Q4014N-SNX-SPPE,Q4014N-SNX-SPPE,只显示型号,Q4014N-SNX-SPPE,只显示型号,Q4014N-SNX-SPPE,只显示型号,Q4014N-SNX-SPPE,只显示型号,Q4014N-SNX-SPPE,只显示型号,Q4014N-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-pnv-lppe,Q6006-PNV-LPPE,Q6006-PNV-LPPE,只显示型号,Q6006-PNV-LPPE,只显示型号,Q6006-PNV-LPPE,只显示型号,Q6006-PNV-LPPE,只显示型号,Q6006-PNV-LPPE,只显示型号,Q6006-PNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-pnv-sppe,Q6006-PNV-SPPE,Q6006-PNV-SPPE,只显示型号,Q6006-PNV-SPPE,只显示型号,Q6006-PNV-SPPE,只显示型号,Q6006-PNV-SPPE,只显示型号,Q6006-PNV-SPPE,只显示型号,Q6006-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-pnx-lppe,Q6006-PNX-LPPE,Q6006-PNX-LPPE,只显示型号,Q6006-PNX-LPPE,只显示型号,Q6006-PNX-LPPE,只显示型号,Q6006-PNX-LPPE,只显示型号,Q6006-PNX-LPPE,只显示型号,Q6006-PNX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-pnx-sppe,Q6006-PNX-SPPE,Q6006-PNX-SPPE,只显示型号,Q6006-PNX-SPPE,只显示型号,Q6006-PNX-SPPE,只显示型号,Q6006-PNX-SPPE,只显示型号,Q6006-PNX-SPPE,只显示型号,Q6006-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-smv-lppe,Q6006-SMV-LPPE,Q6006-SMV-LPPE,只显示型号,Q6006-SMV-LPPE,只显示型号,Q6006-SMV-LPPE,只显示型号,Q6006-SMV-LPPE,只显示型号,Q6006-SMV-LPPE,只显示型号,Q6006-SMV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-smv-sppe,Q6006-SMV-SPPE,Q6006-SMV-SPPE,只显示型号,Q6006-SMV-SPPE,只显示型号,Q6006-SMV-SPPE,只显示型号,Q6006-SMV-SPPE,只显示型号,Q6006-SMV-SPPE,只显示型号,Q6006-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-smx-lppe,Q6006-SMX-LPPE,Q6006-SMX-LPPE,只显示型号,Q6006-SMX-LPPE,只显示型号,Q6006-SMX-LPPE,只显示型号,Q6006-SMX-LPPE,只显示型号,Q6006-SMX-LPPE,只显示型号,Q6006-SMX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-smx-sppe,Q6006-SMX-SPPE,Q6006-SMX-SPPE,只显示型号,Q6006-SMX-SPPE,只显示型号,Q6006-SMX-SPPE,只显示型号,Q6006-SMX-SPPE,只显示型号,Q6006-SMX-SPPE,只显示型号,Q6006-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-snv-sppe,Q6006-SNV-SPPE,Q6006-SNV-SPPE,只显示型号,Q6006-SNV-SPPE,只显示型号,Q6006-SNV-SPPE,只显示型号,Q6006-SNV-SPPE,只显示型号,Q6006-SNV-SPPE,只显示型号,Q6006-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6006-snx-sppe,Q6006-SNX-SPPE,Q6006-SNX-SPPE,只显示型号,Q6006-SNX-SPPE,只显示型号,Q6006-SNX-SPPE,只显示型号,Q6006-SNX-SPPE,只显示型号,Q6006-SNX-SPPE,只显示型号,Q6006-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-pnv-lppe,Q6008-PNV-LPPE,Q6008-PNV-LPPE,只显示型号,Q6008-PNV-LPPE,只显示型号,Q6008-PNV-LPPE,只显示型号,Q6008-PNV-LPPE,只显示型号,Q6008-PNV-LPPE,只显示型号,Q6008-PNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-pnv-sppe,Q6008-PNV-SPPE,Q6008-PNV-SPPE,只显示型号,Q6008-PNV-SPPE,只显示型号,Q6008-PNV-SPPE,只显示型号,Q6008-PNV-SPPE,只显示型号,Q6008-PNV-SPPE,只显示型号,Q6008-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-pnx-lppe,Q6008-PNX-LPPE,Q6008-PNX-LPPE,只显示型号,Q6008-PNX-LPPE,只显示型号,Q6008-PNX-LPPE,只显示型号,Q6008-PNX-LPPE,只显示型号,Q6008-PNX-LPPE,只显示型号,Q6008-PNX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-pnx-sppe,Q6008-PNX-SPPE,Q6008-PNX-SPPE,只显示型号,Q6008-PNX-SPPE,只显示型号,Q6008-PNX-SPPE,只显示型号,Q6008-PNX-SPPE,只显示型号,Q6008-PNX-SPPE,只显示型号,Q6008-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-smv-lppe,Q6008-SMV-LPPE,Q6008-SMV-LPPE,只显示型号,Q6008-SMV-LPPE,只显示型号,Q6008-SMV-LPPE,只显示型号,Q6008-SMV-LPPE,只显示型号,Q6008-SMV-LPPE,只显示型号,Q6008-SMV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-smv-sppe,Q6008-SMV-SPPE,Q6008-SMV-SPPE,只显示型号,Q6008-SMV-SPPE,只显示型号,Q6008-SMV-SPPE,只显示型号,Q6008-SMV-SPPE,只显示型号,Q6008-SMV-SPPE,只显示型号,Q6008-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-smx-lppe,Q6008-SMX-LPPE,Q6008-SMX-LPPE,只显示型号,Q6008-SMX-LPPE,只显示型号,Q6008-SMX-LPPE,只显示型号,Q6008-SMX-LPPE,只显示型号,Q6008-SMX-LPPE,只显示型号,Q6008-SMX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-smx-sppe,Q6008-SMX-SPPE,Q6008-SMX-SPPE,只显示型号,Q6008-SMX-SPPE,只显示型号,Q6008-SMX-SPPE,只显示型号,Q6008-SMX-SPPE,只显示型号,Q6008-SMX-SPPE,只显示型号,Q6008-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-snv-lppe,Q6008-SNV-LPPE,Q6008-SNV-LPPE,只显示型号,Q6008-SNV-LPPE,只显示型号,Q6008-SNV-LPPE,只显示型号,Q6008-SNV-LPPE,只显示型号,Q6008-SNV-LPPE,只显示型号,Q6008-SNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-snv-sppe,Q6008-SNV-SPPE,Q6008-SNV-SPPE,只显示型号,Q6008-SNV-SPPE,只显示型号,Q6008-SNV-SPPE,只显示型号,Q6008-SNV-SPPE,只显示型号,Q6008-SNV-SPPE,只显示型号,Q6008-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6008-snx-sppe,Q6008-SNX-SPPE,Q6008-SNX-SPPE,只显示型号,Q6008-SNX-SPPE,只显示型号,Q6008-SNX-SPPE,只显示型号,Q6008-SNX-SPPE,只显示型号,Q6008-SNX-SPPE,只显示型号,Q6008-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012-pnv-sppe,Q6012-PNV-SPPE,Q6012-PNV-SPPE,只显示型号,Q6012-PNV-SPPE,只显示型号,Q6012-PNV-SPPE,只显示型号,Q6012-PNV-SPPE,只显示型号,Q6012-PNV-SPPE,只显示型号,Q6012-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012-pnx-sppe,Q6012-PNX-SPPE,Q6012-PNX-SPPE,只显示型号,Q6012-PNX-SPPE,只显示型号,Q6012-PNX-SPPE,只显示型号,Q6012-PNX-SPPE,只显示型号,Q6012-PNX-SPPE,只显示型号,Q6012-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012-smv-sppe,Q6012-SMV-SPPE,Q6012-SMV-SPPE,只显示型号,Q6012-SMV-SPPE,只显示型号,Q6012-SMV-SPPE,只显示型号,Q6012-SMV-SPPE,只显示型号,Q6012-SMV-SPPE,只显示型号,Q6012-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012-smx-sppe,Q6012-SMX-SPPE,Q6012-SMX-SPPE,只显示型号,Q6012-SMX-SPPE,只显示型号,Q6012-SMX-SPPE,只显示型号,Q6012-SMX-SPPE,只显示型号,Q6012-SMX-SPPE,只显示型号,Q6012-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012-snv-sppe,Q6012-SNV-SPPE,Q6012-SNV-SPPE,只显示型号,Q6012-SNV-SPPE,只显示型号,Q6012-SNV-SPPE,只显示型号,Q6012-SNV-SPPE,只显示型号,Q6012-SNV-SPPE,只显示型号,Q6012-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012-snx-sppe,Q6012-SNX-SPPE,Q6012-SNX-SPPE,只显示型号,Q6012-SNX-SPPE,只显示型号,Q6012-SNX-SPPE,只显示型号,Q6012-SNX-SPPE,只显示型号,Q6012-SNX-SPPE,只显示型号,Q6012-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012n-pnv-sppe,Q6012N-PNV-SPPE,Q6012N-PNV-SPPE,只显示型号,Q6012N-PNV-SPPE,只显示型号,Q6012N-PNV-SPPE,只显示型号,Q6012N-PNV-SPPE,只显示型号,Q6012N-PNV-SPPE,只显示型号,Q6012N-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012n-pnx-sppe,Q6012N-PNX-SPPE,Q6012N-PNX-SPPE,只显示型号,Q6012N-PNX-SPPE,只显示型号,Q6012N-PNX-SPPE,只显示型号,Q6012N-PNX-SPPE,只显示型号,Q6012N-PNX-SPPE,只显示型号,Q6012N-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012n-snv-sppe,Q6012N-SNV-SPPE,Q6012N-SNV-SPPE,只显示型号,Q6012N-SNV-SPPE,只显示型号,Q6012N-SNV-SPPE,只显示型号,Q6012N-SNV-SPPE,只显示型号,Q6012N-SNV-SPPE,只显示型号,Q6012N-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6012n-snx-sppe,Q6012N-SNX-SPPE,Q6012N-SNX-SPPE,只显示型号,Q6012N-SNX-SPPE,只显示型号,Q6012N-SNX-SPPE,只显示型号,Q6012N-SNX-SPPE,只显示型号,Q6012N-SNX-SPPE,只显示型号,Q6012N-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6038n-pnv-sppe,Q6038N-PNV-SPPE,Q6038N-PNV-SPPE,只显示型号,Q6038N-PNV-SPPE,只显示型号,Q6038N-PNV-SPPE,只显示型号,Q6038N-PNV-SPPE,只显示型号,Q6038N-PNV-SPPE,只显示型号,Q6038N-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q6038n-pnx-sppe,Q6038N-PNX-SPPE,Q6038N-PNX-SPPE,只显示型号,Q6038N-PNX-SPPE,只显示型号,Q6038N-PNX-SPPE,只显示型号,Q6038N-PNX-SPPE,只显示型号,Q6038N-PNX-SPPE,只显示型号,Q6038N-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
